03/11/2025 13:43:40
Time, True Strain, True Stress [MPa], True Strainrate [1/s], Unc True Strain, Unc True Stress [MPa], Adiabatic Temp [C]
6.45000e-05,8.76047e-02,3.52736e+02,4.65806e+03,6.78650e-12,1.09802e+01,3.14662e+01
6.50000e-05,8.97993e-02,3.58946e+02,4.61910e+03,6.91249e-12,1.11735e+01,3.17291e+01
6.55000e-05,9.21267e-02,3.58718e+02,4.67990e+03,7.03723e-12,1.11664e+01,3.20076e+01
6.60000e-05,9.43153e-02,3.67622e+02,4.69720e+03,7.16158e-12,1.14436e+01,3.22760e+01
6.65000e-05,9.67299e-02,3.63412e+02,4.72628e+03,7.28622e-12,1.13126e+01,3.25688e+01
6.70000e-05,9.90769e-02,3.66478e+02,4.82822e+03,7.41104e-12,1.14080e+01,3.28558e+01
6.75000e-05,1.01457e-01,3.67408e+02,4.82478e+03,7.53641e-12,1.14370e+01,3.31475e+01
6.80000e-05,1.03927e-01,3.65599e+02,4.91588e+03,7.66182e-12,1.13806e+01,3.34487e+01
6.85000e-05,1.06354e-01,3.66506e+02,4.91997e+03,7.78801e-12,1.14089e+01,3.37455e+01
6.90000e-05,1.08724e-01,3.71005e+02,4.92520e+03,7.91199e-12,1.15489e+01,3.40389e+01
6.95000e-05,1.11111e-01,3.75483e+02,4.96066e+03,8.03674e-12,1.16883e+01,3.43379e+01
7.00000e-05,1.13473e-01,3.79938e+02,4.91121e+03,8.16014e-12,1.18270e+01,3.46374e+01
7.05000e-05,1.15930e-01,3.81374e+02,5.00052e+03,8.28432e-12,1.18717e+01,3.49500e+01
7.10000e-05,1.18540e-01,3.73585e+02,4.99478e+03,8.41050e-12,1.16292e+01,3.52753e+01
7.15000e-05,1.20918e-01,3.80356e+02,5.02264e+03,8.53345e-12,1.18400e+01,3.55770e+01
7.20000e-05,1.23402e-01,3.80587e+02,5.01477e+03,8.65804e-12,1.18472e+01,3.58924e+01
7.25000e-05,1.25827e-01,3.83769e+02,4.99851e+03,8.78009e-12,1.19462e+01,3.62029e+01
7.30000e-05,1.28322e-01,3.84863e+02,5.06727e+03,8.90356e-12,1.19803e+01,3.65232e+01
7.35000e-05,1.30817e-01,3.84200e+02,5.00666e+03,9.02610e-12,1.19597e+01,3.68431e+01
7.40000e-05,1.33464e-01,3.77072e+02,5.08751e+03,9.14867e-12,1.17378e+01,3.71762e+01
7.45000e-05,1.35900e-01,3.80797e+02,5.04027e+03,9.26960e-12,1.18537e+01,3.74855e+01
7.50000e-05,1.38335e-01,3.84502e+02,5.04150e+03,9.38794e-12,1.19691e+01,3.77980e+01
7.55000e-05,1.40939e-01,3.79753e+02,5.08053e+03,9.50802e-12,1.18213e+01,3.81278e+01
7.60000e-05,1.43382e-01,3.82859e+02,5.03732e+03,9.62459e-12,1.19179e+01,3.84399e+01
7.65000e-05,1.45775e-01,3.89988e+02,5.08213e+03,9.73986e-12,1.21398e+01,3.87513e+01
7.70000e-05,1.48445e-01,3.81498e+02,5.07707e+03,9.85735e-12,1.18756e+01,3.90912e+01
7.75000e-05,1.50831e-01,3.89736e+02,5.11013e+03,9.97076e-12,1.21320e+01,3.94014e+01
7.80000e-05,1.53388e-01,3.89022e+02,5.13072e+03,1.00863e-11,1.21098e+01,3.97332e+01
7.85000e-05,1.55806e-01,3.95486e+02,5.11383e+03,1.01987e-11,1.23110e+01,4.00522e+01
7.90000e-05,1.58530e-01,3.87315e+02,5.19330e+03,1.03149e-11,1.20566e+01,4.04043e+01
7.95000e-05,1.60948e-01,3.94590e+02,5.14774e+03,1.04274e-11,1.22831e+01,4.07226e+01
8.00000e-05,1.63628e-01,3.90425e+02,5.25015e+03,1.05422e-11,1.21534e+01,4.10717e+01
8.05000e-05,1.66261e-01,3.88273e+02,5.23059e+03,1.06576e-11,1.20864e+01,4.14127e+01
8.10000e-05,1.68742e-01,3.94334e+02,5.23293e+03,1.07699e-11,1.22751e+01,4.17391e+01
8.15000e-05,1.71486e-01,3.87653e+02,5.28315e+03,1.08862e-11,1.20672e+01,4.20940e+01
8.20000e-05,1.74110e-01,3.87196e+02,5.27639e+03,1.10006e-11,1.20529e+01,4.24330e+01
8.25000e-05,1.76622e-01,3.94024e+02,5.33032e+03,1.11146e-11,1.22655e+01,4.27633e+01
8.30000e-05,1.79263e-01,3.91874e+02,5.24521e+03,1.12297e-11,1.21986e+01,4.31085e+01
8.35000e-05,1.81907e-01,3.91393e+02,5.31771e+03,1.13442e-11,1.21836e+01,4.34538e+01
8.40000e-05,1.84556e-01,3.90077e+02,5.29394e+03,1.14600e-11,1.21426e+01,4.37986e+01
8.45000e-05,1.87074e-01,3.95441e+02,5.29101e+03,1.15726e-11,1.23096e+01,4.41308e+01
8.50000e-05,1.89720e-01,3.95496e+02,5.34231e+03,1.16876e-11,1.23113e+01,4.44799e+01
8.55000e-05,1.92451e-01,3.91127e+02,5.33822e+03,1.18031e-11,1.21753e+01,4.48362e+01
8.60000e-05,1.94963e-01,3.99176e+02,5.38992e+03,1.19161e-11,1.24258e+01,4.51708e+01
8.65000e-05,1.97788e-01,3.90681e+02,5.36366e+03,1.20329e-11,1.21614e+01,4.55390e+01
8.70000e-05,2.00347e-01,3.96756e+02,5.40805e+03,1.21453e-11,1.23505e+01,4.58777e+01
8.75000e-05,2.03079e-01,3.94864e+02,5.43857e+03,1.22616e-11,1.22916e+01,4.62376e+01
8.80000e-05,2.05800e-01,3.93250e+02,5.42733e+03,1.23757e-11,1.22414e+01,4.65946e+01
8.85000e-05,2.08485e-01,3.95433e+02,5.51003e+03,1.24908e-11,1.23094e+01,4.69489e+01
8.90000e-05,2.11249e-01,3.93266e+02,5.49193e+03,1.26062e-11,1.22419e+01,4.73115e+01
8.95000e-05,2.13960e-01,3.94612e+02,5.52915e+03,1.27209e-11,1.22838e+01,4.76685e+01
9.00000e-05,2.16737e-01,3.92719e+02,5.52853e+03,1.28369e-11,1.22249e+01,4.80323e+01
9.05000e-05,2.19354e-01,3.98369e+02,5.51983e+03,1.29496e-11,1.24007e+01,4.83801e+01
9.10000e-05,2.22089e-01,3.99673e+02,5.57749e+03,1.30646e-11,1.24413e+01,4.87448e+01
9.15000e-05,2.25059e-01,3.89464e+02,5.56669e+03,1.31826e-11,1.21235e+01,4.91307e+01
9.20000e-05,2.27763e-01,3.93446e+02,5.62937e+03,1.32977e-11,1.22475e+01,4.94856e+01
9.25000e-05,2.30561e-01,3.92078e+02,5.59337e+03,1.34140e-11,1.22049e+01,4.98517e+01
9.30000e-05,2.33170e-01,4.00801e+02,5.64287e+03,1.35275e-11,1.24764e+01,5.02005e+01
9.35000e-05,2.36095e-01,3.94640e+02,5.64232e+03,1.36458e-11,1.22846e+01,5.05856e+01
9.40000e-05,2.38837e-01,3.96966e+02,5.64066e+03,1.37605e-11,1.23571e+01,5.09488e+01
9.45000e-05,2.41600e-01,3.99790e+02,5.70374e+03,1.38767e-11,1.24450e+01,5.13173e+01
9.50000e-05,2.44434e-01,3.98138e+02,5.65344e+03,1.39929e-11,1.23935e+01,5.16937e+01
9.55000e-05,2.47184e-01,4.02236e+02,5.73815e+03,1.41082e-11,1.25211e+01,5.20629e+01
9.60000e-05,2.50212e-01,3.93249e+02,5.71841e+03,1.42275e-11,1.22413e+01,5.24601e+01
9.65000e-05,2.52803e-01,4.03851e+02,5.70843e+03,1.43396e-11,1.25714e+01,5.28092e+01
9.70000e-05,2.55888e-01,3.93343e+02,5.76341e+03,1.44596e-11,1.22443e+01,5.32141e+01
9.75000e-05,2.58605e-01,3.97408e+02,5.67337e+03,1.45730e-11,1.23708e+01,5.35743e+01
9.80000e-05,2.61381e-01,4.00913e+02,5.76929e+03,1.46874e-11,1.24799e+01,5.39456e+01
9.85000e-05,2.64167e-01,4.02099e+02,5.68409e+03,1.48017e-11,1.25168e+01,5.43193e+01
9.90000e-05,2.67050e-01,4.01192e+02,5.78615e+03,1.49170e-11,1.24886e+01,5.47052e+01
9.95000e-05,2.69915e-01,4.00552e+02,5.76065e+03,1.50329e-11,1.24687e+01,5.50880e+01
1.00000e-04,2.72697e-01,4.03238e+02,5.74967e+03,1.51467e-11,1.25523e+01,5.54624e+01
1.00500e-04,2.75679e-01,3.98250e+02,5.79481e+03,1.52641e-11,1.23970e+01,5.58585e+01
1.01000e-04,2.78511e-01,3.98137e+02,5.72035e+03,1.53787e-11,1.23935e+01,5.62348e+01
1.01500e-04,2.81288e-01,4.02051e+02,5.79929e+03,1.54928e-11,1.25153e+01,5.66073e+01
1.02000e-04,2.84138e-01,4.01407e+02,5.73215e+03,1.56082e-11,1.24953e+01,5.69890e+01
1.02500e-04,2.86985e-01,4.02507e+02,5.80930e+03,1.57234e-11,1.25296e+01,5.73713e+01
1.03000e-04,2.89830e-01,4.02857e+02,5.76830e+03,1.58396e-11,1.25404e+01,5.77536e+01
1.03500e-04,2.92745e-01,4.00447e+02,5.77911e+03,1.59559e-11,1.24654e+01,5.81430e+01
1.04000e-04,2.95582e-01,4.02524e+02,5.83960e+03,1.60723e-11,1.25301e+01,5.85241e+01
1.04500e-04,2.98368e-01,4.04372e+02,5.72420e+03,1.61873e-11,1.25876e+01,5.88999e+01
1.05000e-04,3.01201e-01,4.06421e+02,5.83168e+03,1.63031e-11,1.26514e+01,5.92841e+01
1.05500e-04,3.04156e-01,4.02770e+02,5.79665e+03,1.64217e-11,1.25377e+01,5.96811e+01
1.06000e-04,3.07047e-01,4.02833e+02,5.85189e+03,1.65387e-11,1.25397e+01,6.00697e+01
1.06500e-04,3.09947e-01,4.02642e+02,5.85747e+03,1.66572e-11,1.25337e+01,6.04593e+01
1.07000e-04,3.12760e-01,4.04915e+02,5.80456e+03,1.67731e-11,1.26045e+01,6.08392e+01
1.07500e-04,3.15639e-01,4.06175e+02,5.88828e+03,1.68910e-11,1.26437e+01,6.12293e+01
1.08000e-04,3.18629e-01,4.02062e+02,5.84227e+03,1.70107e-11,1.25157e+01,6.16305e+01
1.08500e-04,3.21527e-01,4.03308e+02,5.92747e+03,1.71287e-11,1.25545e+01,6.20204e+01
1.09000e-04,3.24538e-01,3.99693e+02,5.90711e+03,1.72497e-11,1.24420e+01,6.24219e+01
1.09500e-04,3.27399e-01,4.01662e+02,5.89106e+03,1.73670e-11,1.25033e+01,6.28053e+01
1.10000e-04,3.30295e-01,4.02654e+02,5.91351e+03,1.74860e-11,1.25341e+01,6.31944e+01
1.10500e-04,3.33189e-01,4.02443e+02,5.84633e+03,1.76041e-11,1.25276e+01,6.35829e+01
1.11000e-04,3.36010e-01,4.06535e+02,5.92674e+03,1.77209e-11,1.26549e+01,6.39656e+01
1.11500e-04,3.38991e-01,4.03431e+02,5.86954e+03,1.78412e-11,1.25583e+01,6.43668e+01
1.12000e-04,3.41945e-01,4.01769e+02,5.89052e+03,1.79604e-11,1.25066e+01,6.47627e+01
1.12500e-04,3.44834e-01,4.02493e+02,5.88761e+03,1.80792e-11,1.25291e+01,6.51506e+01
1.13000e-04,3.47731e-01,4.02976e+02,5.89192e+03,1.81978e-11,1.25441e+01,6.55402e+01
1.13500e-04,3.50629e-01,4.04150e+02,5.93094e+03,1.83170e-11,1.25807e+01,6.59309e+01
1.14000e-04,3.53550e-01,4.03202e+02,5.86318e+03,1.84365e-11,1.25512e+01,6.63238e+01
1.14500e-04,3.56428e-01,4.05537e+02,5.95627e+03,1.85555e-11,1.26239e+01,6.67132e+01
1.15000e-04,3.59440e-01,4.02226e+02,5.91899e+03,1.86777e-11,1.25208e+01,6.71175e+01
1.15500e-04,3.62321e-01,4.04315e+02,5.94898e+03,1.87969e-11,1.25858e+01,6.75060e+01
1.16000e-04,3.65446e-01,3.98894e+02,6.02876e+03,1.89219e-11,1.24171e+01,6.79220e+01
1.16500e-04,3.68240e-01,4.04688e+02,5.98429e+03,1.90405e-11,1.25974e+01,6.82992e+01
1.17000e-04,3.71322e-01,4.02526e+02,6.12018e+03,1.91655e-11,1.25301e+01,6.87130e+01
1.17500e-04,3.74421e-01,3.98995e+02,6.07747e+03,1.92913e-11,1.24202e+01,6.91256e+01
1.18000e-04,3.77238e-01,4.06078e+02,6.11339e+03,1.94111e-11,1.26407e+01,6.95073e+01
1.18500e-04,3.80392e-01,4.01842e+02,6.14775e+03,1.95385e-11,1.25088e+01,6.99302e+01
1.19000e-04,3.83258e-01,4.07043e+02,6.10692e+03,1.96596e-11,1.26707e+01,7.03193e+01
1.19500e-04,3.86316e-01,4.06703e+02,6.17859e+03,1.97852e-11,1.26602e+01,7.07342e+01
1.20000e-04,3.89420e-01,4.03184e+02,6.08587e+03,1.99114e-11,1.25506e+01,7.11518e+01
1.20500e-04,3.92541e-01,4.00581e+02,6.17151e+03,2.00379e-11,1.24696e+01,7.15689e+01
1.21000e-04,3.95520e-01,4.01180e+02,6.07346e+03,2.01621e-11,1.24882e+01,7.19676e+01
1.21500e-04,3.98483e-01,4.02897e+02,6.10871e+03,2.02851e-11,1.25417e+01,7.23659e+01
1.22000e-04,4.01429e-01,4.05053e+02,6.10176e+03,2.04089e-11,1.26088e+01,7.27641e+01
1.22500e-04,4.04511e-01,4.02032e+02,6.06567e+03,2.05344e-11,1.25148e+01,7.31774e+01
1.23000e-04,4.07541e-01,4.02360e+02,6.16334e+03,2.06600e-11,1.25250e+01,7.35842e+01
1.23500e-04,4.10624e-01,3.99582e+02,6.08155e+03,2.07869e-11,1.24385e+01,7.39952e+01
1.24000e-04,4.13431e-01,4.07255e+02,6.16379e+03,2.09081e-11,1.26773e+01,7.43766e+01
1.24500e-04,4.16478e-01,4.06455e+02,6.12898e+03,2.10353e-11,1.26524e+01,7.47897e+01
1.25000e-04,4.19546e-01,4.05868e+02,6.18789e+03,2.11623e-11,1.26342e+01,7.52052e+01
1.25500e-04,4.22624e-01,4.06142e+02,6.25996e+03,2.12908e-11,1.26427e+01,7.56222e+01
1.26000e-04,4.25765e-01,4.03786e+02,6.22453e+03,2.14202e-11,1.25694e+01,7.60454e+01
1.26500e-04,4.28887e-01,4.03826e+02,6.33579e+03,2.15500e-11,1.25706e+01,7.64660e+01
1.27000e-04,4.32081e-01,4.00593e+02,6.27290e+03,2.16822e-11,1.24700e+01,7.68929e+01
1.27500e-04,4.35045e-01,4.05219e+02,6.31137e+03,2.18087e-11,1.26140e+01,7.72936e+01
1.28000e-04,4.38336e-01,4.00240e+02,6.35609e+03,2.19438e-11,1.24590e+01,7.77330e+01
1.28500e-04,4.41281e-01,4.05266e+02,6.30290e+03,2.20705e-11,1.26154e+01,7.81312e+01
1.29000e-04,4.44468e-01,4.03760e+02,6.37016e+03,2.22034e-11,1.25686e+01,7.85606e+01
1.29500e-04,4.47557e-01,4.04430e+02,6.31341e+03,2.23339e-11,1.25894e+01,7.89773e+01
1.30000e-04,4.50721e-01,4.03576e+02,6.36671e+03,2.24662e-11,1.25628e+01,7.94034e+01
1.30500e-04,4.53745e-01,4.06795e+02,6.35261e+03,2.25960e-11,1.26630e+01,7.98138e+01
1.31000e-04,4.57020e-01,4.02726e+02,6.37649e+03,2.27311e-11,1.25364e+01,8.02538e+01
1.31500e-04,4.60123e-01,4.04415e+02,6.41567e+03,2.28637e-11,1.25889e+01,8.06725e+01
1.32000e-04,4.63363e-01,4.01646e+02,6.38947e+03,2.29991e-11,1.25028e+01,8.11066e+01
1.32500e-04,4.66482e-01,4.04148e+02,6.50578e+03,2.31322e-11,1.25806e+01,8.15272e+01
1.33000e-04,4.69701e-01,4.02434e+02,6.41984e+03,2.32680e-11,1.25273e+01,8.19594e+01
1.33500e-04,4.72879e-01,4.03228e+02,6.51040e+03,2.34028e-11,1.25520e+01,8.23870e+01
1.34000e-04,4.76033e-01,4.03814e+02,6.44720e+03,2.35381e-11,1.25702e+01,8.28119e+01
1.34500e-04,4.79174e-01,4.05226e+02,6.47992e+03,2.36725e-11,1.26142e+01,8.32365e+01
1.35000e-04,4.82287e-01,4.08482e+02,6.55428e+03,2.38076e-11,1.27155e+01,8.36607e+01
1.35500e-04,4.85649e-01,4.03838e+02,6.50320e+03,2.39484e-11,1.25710e+01,8.41138e+01
1.36000e-04,4.88909e-01,4.03546e+02,6.60304e+03,2.40872e-11,1.25619e+01,8.45526e+01
1.36500e-04,4.91863e-01,4.10285e+02,6.48909e+03,2.42190e-11,1.27717e+01,8.49570e+01
1.37000e-04,4.95150e-01,4.08328e+02,6.53998e+03,2.43585e-11,1.27108e+01,8.54048e+01
1.37500e-04,4.98574e-01,4.03901e+02,6.63757e+03,2.45029e-11,1.25730e+01,8.58661e+01
1.38000e-04,5.01704e-01,4.06868e+02,6.58195e+03,2.46401e-11,1.26653e+01,8.62911e+01
1.38500e-04,5.04906e-01,4.09179e+02,6.67974e+03,2.47800e-11,1.27372e+01,8.67281e+01
1.39000e-04,5.08146e-01,4.09258e+02,6.59563e+03,2.49208e-11,1.27397e+01,8.71706e+01
1.39500e-04,5.11413e-01,4.09916e+02,6.69439e+03,2.50625e-11,1.27602e+01,8.76174e+01
1.40000e-04,5.14716e-01,4.08962e+02,6.64663e+03,2.52062e-11,1.27305e+01,8.80680e+01
1.40500e-04,5.18058e-01,4.07397e+02,6.67968e+03,2.53504e-11,1.26818e+01,8.85223e+01
1.41000e-04,5.21467e-01,4.04826e+02,6.73931e+03,2.54981e-11,1.26017e+01,8.89827e+01
1.41500e-04,5.24563e-01,4.09676e+02,6.67115e+03,2.56372e-11,1.27527e+01,8.94059e+01
1.42000e-04,5.28040e-01,4.06294e+02,6.81318e+03,2.57869e-11,1.26474e+01,8.98771e+01
1.42500e-04,5.31300e-01,4.07707e+02,6.74469e+03,2.59318e-11,1.26914e+01,9.03206e+01
1.43000e-04,5.34575e-01,4.09490e+02,6.80521e+03,2.60770e-11,1.27469e+01,9.07680e+01
1.43500e-04,5.38171e-01,4.03363e+02,6.83633e+03,2.62313e-11,1.25562e+01,9.12519e+01
1.44000e-04,5.41243e-01,4.10256e+02,6.80104e+03,2.63716e-11,1.27708e+01,9.16725e+01
1.44500e-04,5.44763e-01,4.06881e+02,6.89818e+03,2.65251e-11,1.26657e+01,9.21503e+01
1.45000e-04,5.48032e-01,4.08438e+02,6.78064e+03,2.66717e-11,1.27142e+01,9.25957e+01
1.45500e-04,5.51466e-01,4.08187e+02,6.97356e+03,2.68237e-11,1.27064e+01,9.30634e+01
1.46000e-04,5.54801e-01,4.09118e+02,6.86816e+03,2.69737e-11,1.27353e+01,9.35186e+01
1.46500e-04,5.58217e-01,4.09245e+02,6.96802e+03,2.71258e-11,1.27393e+01,9.39850e+01
1.47000e-04,5.61669e-01,4.08406e+02,6.96281e+03,2.72801e-11,1.27132e+01,9.44553e+01
1.47500e-04,5.64979e-01,4.10271e+02,6.89879e+03,2.74301e-11,1.27712e+01,9.49084e+01
1.48000e-04,5.68617e-01,4.05578e+02,7.02042e+03,2.75901e-11,1.26252e+01,9.54006e+01
1.48500e-04,5.71930e-01,4.07614e+02,6.92418e+03,2.77413e-11,1.26885e+01,9.58513e+01
1.49000e-04,5.75511e-01,4.04845e+02,7.06218e+03,2.79004e-11,1.26023e+01,9.63349e+01
1.49500e-04,5.78953e-01,4.04950e+02,7.02340e+03,2.80571e-11,1.26056e+01,9.67999e+01
1.50000e-04,5.82381e-01,4.05233e+02,7.01304e+03,2.82126e-11,1.26144e+01,9.72634e+01
1.50500e-04,5.85766e-01,4.06824e+02,7.03913e+03,2.83680e-11,1.26639e+01,9.77229e+01
1.51000e-04,5.89077e-01,4.09355e+02,6.97093e+03,2.85212e-11,1.27427e+01,9.81750e+01
1.51500e-04,5.92603e-01,4.07914e+02,7.06533e+03,2.86814e-11,1.26979e+01,9.86549e+01
1.52000e-04,5.96073e-01,4.07053e+02,7.00119e+03,2.88403e-11,1.26711e+01,9.91262e+01
1.52500e-04,5.99488e-01,4.08035e+02,7.05326e+03,2.89978e-11,1.27016e+01,9.95911e+01
1.53000e-04,6.03005e-01,4.06603e+02,7.04641e+03,2.91592e-11,1.26570e+01,1.00068e+02
1.53500e-04,6.06512e-01,4.05363e+02,7.04287e+03,2.93200e-11,1.26185e+01,1.00542e+02
1.54000e-04,6.09832e-01,4.09078e+02,7.11125e+03,2.94767e-11,1.27341e+01,1.00995e+02
1.54500e-04,6.13423e-01,4.05628e+02,7.01458e+03,2.96415e-11,1.26267e+01,1.01482e+02
1.55000e-04,6.16716e-01,4.09859e+02,7.11154e+03,2.97976e-11,1.27584e+01,1.01932e+02
1.55500e-04,6.20296e-01,4.07146e+02,7.05454e+03,2.99631e-11,1.26739e+01,1.02418e+02
1.56000e-04,6.23774e-01,4.06976e+02,7.08515e+03,3.01251e-11,1.26687e+01,1.02890e+02
1.56500e-04,6.27298e-01,4.06080e+02,7.11255e+03,3.02898e-11,1.26408e+01,1.03368e+02
1.57000e-04,6.30837e-01,4.04291e+02,7.05562e+03,3.04547e-11,1.25851e+01,1.03845e+02
1.57500e-04,6.34331e-01,4.04112e+02,7.11914e+03,3.06191e-11,1.25795e+01,1.04316e+02
1.58000e-04,6.37712e-01,4.05208e+02,7.01070e+03,3.07802e-11,1.26136e+01,1.04773e+02
1.58500e-04,6.41239e-01,4.04309e+02,7.11723e+03,3.09457e-11,1.25856e+01,1.05249e+02
1.59000e-04,6.44538e-01,4.07514e+02,7.05135e+03,3.11052e-11,1.26854e+01,1.05697e+02
1.59500e-04,6.48000e-01,4.07496e+02,7.07336e+03,3.12693e-11,1.26849e+01,1.06168e+02
1.60000e-04,6.51538e-01,4.06404e+02,7.12310e+03,3.14373e-11,1.26508e+01,1.06648e+02
1.60500e-04,6.54745e-01,4.10629e+02,6.97651e+03,3.15946e-11,1.27824e+01,1.07087e+02
1.61000e-04,6.58393e-01,4.07069e+02,7.10133e+03,3.17657e-11,1.26715e+01,1.07583e+02
1.61500e-04,6.61935e-01,4.04944e+02,7.02685e+03,3.19344e-11,1.26054e+01,1.08061e+02
1.62000e-04,6.65409e-01,4.05248e+02,7.13509e+03,3.21007e-11,1.26149e+01,1.08531e+02
1.62500e-04,6.68836e-01,4.06250e+02,7.11063e+03,3.22671e-11,1.26461e+01,1.08995e+02
1.63000e-04,6.72285e-01,4.06549e+02,7.08608e+03,3.24336e-11,1.26554e+01,1.09463e+02
1.63500e-04,6.75917e-01,4.04060e+02,7.17126e+03,3.26071e-11,1.25779e+01,1.09953e+02
1.64000e-04,6.79207e-01,4.06944e+02,7.03140e+03,3.27693e-11,1.26677e+01,1.10400e+02
1.64500e-04,6.82768e-01,4.05668e+02,7.15186e+03,3.29406e-11,1.26279e+01,1.10881e+02
1.65000e-04,6.86109e-01,4.07997e+02,7.08519e+03,3.31057e-11,1.27004e+01,1.11336e+02
1.65500e-04,6.89512e-01,4.09449e+02,7.12213e+03,3.32723e-11,1.27456e+01,1.11801e+02
1.66000e-04,6.93064e-01,4.08329e+02,7.15263e+03,3.34450e-11,1.27108e+01,1.12285e+02
1.66500e-04,6.96546e-01,4.07736e+02,7.06408e+03,3.36150e-11,1.26923e+01,1.12759e+02
1.67000e-04,6.99965e-01,4.09153e+02,7.15687e+03,3.37832e-11,1.27364e+01,1.13225e+02
1.67500e-04,7.03667e-01,4.04514e+02,7.07429e+03,3.39617e-11,1.25920e+01,1.13725e+02
1.68000e-04,7.06922e-01,4.08777e+02,7.13905e+03,3.41245e-11,1.27247e+01,1.14169e+02
1.68500e-04,7.10381e-01,4.09487e+02,7.16514e+03,3.42954e-11,1.27468e+01,1.14641e+02
1.69000e-04,7.13745e-01,4.11368e+02,7.10527e+03,3.44626e-11,1.28054e+01,1.15103e+02
1.69500e-04,7.17639e-01,4.04744e+02,7.23574e+03,3.46492e-11,1.25992e+01,1.15629e+02
1.70000e-04,7.20827e-01,4.10081e+02,7.13996e+03,3.48111e-11,1.27653e+01,1.16065e+02
1.70500e-04,7.24221e-01,4.12241e+02,7.20662e+03,3.49803e-11,1.28326e+01,1.16532e+02
