03/11/2025 13:40:33
Time, True Strain, True Stress [MPa], True Strainrate [1/s], Unc True Strain, Unc True Stress [MPa], Adiabatic Temp [C]
1.00000e-04,2.79661e-01,4.05478e+02,5.69882e+03,1.54809e-11,1.26220e+01,5.74071e+01
1.00500e-04,2.82467e-01,4.06829e+02,5.73866e+03,1.55961e-11,1.26641e+01,5.77880e+01
1.01000e-04,2.85278e-01,4.08663e+02,5.77187e+03,1.57121e-11,1.27212e+01,5.81712e+01
1.01500e-04,2.88209e-01,4.04994e+02,5.75201e+03,1.58296e-11,1.26070e+01,5.85672e+01
1.02000e-04,2.91030e-01,4.06319e+02,5.76828e+03,1.59463e-11,1.26482e+01,5.89496e+01
1.02500e-04,2.93944e-01,4.02678e+02,5.71710e+03,1.60641e-11,1.25349e+01,5.93411e+01
1.03000e-04,2.96773e-01,4.03751e+02,5.77387e+03,1.61805e-11,1.25683e+01,5.97222e+01
1.03500e-04,2.99830e-01,3.97382e+02,5.87033e+03,1.63020e-11,1.23700e+01,6.01274e+01
1.04000e-04,3.02484e-01,4.05112e+02,5.74966e+03,1.64158e-11,1.26106e+01,6.04861e+01
1.04500e-04,3.05377e-01,4.03209e+02,5.75848e+03,1.65329e-11,1.25514e+01,6.08753e+01
1.05000e-04,3.08164e-01,4.06696e+02,5.81297e+03,1.66513e-11,1.26599e+01,6.12535e+01
1.05500e-04,3.10980e-01,4.08207e+02,5.77423e+03,1.67672e-11,1.27070e+01,6.16371e+01
1.06000e-04,3.14054e-01,4.01416e+02,5.87626e+03,1.68895e-11,1.24956e+01,6.20487e+01
1.06500e-04,3.16896e-01,4.03641e+02,5.86219e+03,1.70083e-11,1.25648e+01,6.24314e+01
1.07000e-04,3.19592e-01,4.09742e+02,5.76942e+03,1.71228e-11,1.27548e+01,6.28000e+01
1.07500e-04,3.22522e-01,4.09499e+02,5.91744e+03,1.72430e-11,1.27472e+01,6.32003e+01
1.08000e-04,3.25504e-01,4.05656e+02,5.83742e+03,1.73641e-11,1.26276e+01,6.36039e+01
1.08500e-04,3.28349e-01,4.09496e+02,5.95737e+03,1.74830e-11,1.27471e+01,6.39925e+01
1.09000e-04,3.31235e-01,4.10211e+02,5.87901e+03,1.76021e-11,1.27694e+01,6.43875e+01
1.09500e-04,3.34311e-01,4.04940e+02,5.94996e+03,1.77250e-11,1.26053e+01,6.48030e+01
1.10000e-04,3.36899e-01,4.15430e+02,5.79563e+03,1.78392e-11,1.29318e+01,6.51618e+01
1.10500e-04,3.39934e-01,4.10415e+02,5.87813e+03,1.79593e-11,1.27757e+01,6.55773e+01
1.11000e-04,3.43070e-01,4.03043e+02,5.95622e+03,1.80840e-11,1.25462e+01,6.59991e+01
1.11500e-04,3.45959e-01,4.03281e+02,5.86014e+03,1.82036e-11,1.25537e+01,6.63877e+01
1.12000e-04,3.48703e-01,4.10792e+02,5.96445e+03,1.83202e-11,1.27874e+01,6.67638e+01
1.12500e-04,3.51695e-01,4.07937e+02,5.90299e+03,1.84428e-11,1.26986e+01,6.71710e+01
1.13000e-04,3.54571e-01,4.07691e+02,5.81209e+03,1.85607e-11,1.26909e+01,6.75622e+01
1.13500e-04,3.57485e-01,4.07896e+02,5.91248e+03,1.86812e-11,1.26973e+01,6.79587e+01
1.14000e-04,3.60327e-01,4.11106e+02,5.93487e+03,1.87998e-11,1.27972e+01,6.83485e+01
1.14500e-04,3.63354e-01,4.08487e+02,5.98791e+03,1.89234e-11,1.27157e+01,6.87612e+01
1.15000e-04,3.66365e-01,4.05661e+02,5.94117e+03,1.90477e-11,1.26277e+01,6.91687e+01
1.15500e-04,3.69212e-01,4.11574e+02,6.10105e+03,1.91686e-11,1.28118e+01,6.95595e+01
1.16000e-04,3.72266e-01,4.07821e+02,5.97543e+03,1.92939e-11,1.26950e+01,6.99751e+01
1.16500e-04,3.75085e-01,4.13021e+02,6.00818e+03,1.94132e-11,1.28568e+01,7.03635e+01
1.17000e-04,3.78285e-01,4.07404e+02,6.16415e+03,1.95412e-11,1.26820e+01,7.07985e+01
1.17500e-04,3.81172e-01,4.10514e+02,6.03078e+03,1.96648e-11,1.27788e+01,7.11939e+01
1.18000e-04,3.84194e-01,4.11972e+02,6.20917e+03,1.97897e-11,1.28242e+01,7.16092e+01
1.18500e-04,3.87244e-01,4.09821e+02,6.05619e+03,1.99166e-11,1.27572e+01,7.20262e+01
1.19000e-04,3.90168e-01,4.13317e+02,6.13456e+03,2.00396e-11,1.28661e+01,7.24295e+01
1.19500e-04,3.93193e-01,4.13179e+02,6.12466e+03,2.01646e-11,1.28617e+01,7.28464e+01
1.20000e-04,3.96281e-01,4.09241e+02,6.02729e+03,2.02909e-11,1.27392e+01,7.32681e+01
1.20500e-04,3.99395e-01,4.06424e+02,6.14457e+03,2.04184e-11,1.26515e+01,7.36903e+01
1.21000e-04,4.02433e-01,4.05408e+02,6.09804e+03,2.05461e-11,1.26199e+01,7.41012e+01
1.21500e-04,4.05365e-01,4.09723e+02,6.20736e+03,2.06699e-11,1.27542e+01,7.45020e+01
1.22000e-04,4.08122e-01,4.18029e+02,6.09815e+03,2.07919e-11,1.30127e+01,7.48865e+01
1.22500e-04,4.11176e-01,4.13693e+02,5.92905e+03,2.09179e-11,1.28778e+01,7.53080e+01
1.23000e-04,4.14401e-01,4.09310e+02,6.27146e+03,2.10479e-11,1.27413e+01,7.57484e+01
1.23500e-04,4.17221e-01,4.14022e+02,6.01372e+03,2.11711e-11,1.28880e+01,7.61380e+01
1.24000e-04,4.20368e-01,4.10342e+02,6.15373e+03,2.13001e-11,1.27734e+01,7.65688e+01
1.24500e-04,4.23509e-01,4.08835e+02,6.27892e+03,2.14316e-11,1.27265e+01,7.69972e+01
1.25000e-04,4.26408e-01,4.13682e+02,6.18908e+03,2.15571e-11,1.28774e+01,7.73974e+01
1.25500e-04,4.29423e-01,4.15449e+02,6.23042e+03,2.16851e-11,1.29324e+01,7.78152e+01
1.26000e-04,4.32391e-01,4.17214e+02,6.13827e+03,2.18119e-11,1.29874e+01,7.82284e+01
1.26500e-04,4.35571e-01,4.13539e+02,6.21829e+03,2.19434e-11,1.28730e+01,7.86671e+01
1.27000e-04,4.38735e-01,4.12023e+02,6.32455e+03,2.20758e-11,1.28258e+01,7.91021e+01
1.27500e-04,4.41868e-01,4.11159e+02,6.30347e+03,2.22070e-11,1.27989e+01,7.95319e+01
1.28000e-04,4.45048e-01,4.11330e+02,6.46773e+03,2.23422e-11,1.28042e+01,7.99683e+01
1.28500e-04,4.47990e-01,4.15815e+02,6.26892e+03,2.24708e-11,1.29438e+01,8.03764e+01
1.29000e-04,4.51078e-01,4.17475e+02,6.38096e+03,2.26019e-11,1.29955e+01,8.08064e+01
1.29500e-04,4.54329e-01,4.13813e+02,6.35932e+03,2.27381e-11,1.28815e+01,8.12553e+01
1.30000e-04,4.57330e-01,4.17796e+02,6.36325e+03,2.28679e-11,1.30055e+01,8.16736e+01
1.30500e-04,4.60719e-01,4.11599e+02,6.46413e+03,2.30082e-11,1.28126e+01,8.21390e+01
1.31000e-04,4.63601e-01,4.19130e+02,6.36760e+03,2.31359e-11,1.30470e+01,8.25420e+01
1.31500e-04,4.66847e-01,4.16117e+02,6.38930e+03,2.32723e-11,1.29532e+01,8.29927e+01
1.32000e-04,4.70039e-01,4.14581e+02,6.37895e+03,2.34082e-11,1.29054e+01,8.34341e+01
1.32500e-04,4.73056e-01,4.18682e+02,6.41675e+03,2.35393e-11,1.30331e+01,8.38556e+01
1.33000e-04,4.76290e-01,4.15276e+02,6.33326e+03,2.36772e-11,1.29270e+01,8.43036e+01
1.33500e-04,4.79619e-01,4.12061e+02,6.53983e+03,2.38175e-11,1.28270e+01,8.47613e+01
1.34000e-04,4.82499e-01,4.21464e+02,6.52030e+03,2.39477e-11,1.31196e+01,8.51663e+01
1.34500e-04,4.85943e-01,4.15145e+02,6.55112e+03,2.40919e-11,1.29229e+01,8.56432e+01
1.35000e-04,4.89103e-01,4.15658e+02,6.46200e+03,2.42287e-11,1.29389e+01,8.60815e+01
1.35500e-04,4.92253e-01,4.16163e+02,6.44148e+03,2.43648e-11,1.29546e+01,8.65189e+01
1.36000e-04,4.95617e-01,4.12354e+02,6.56216e+03,2.45085e-11,1.28361e+01,8.69816e+01
1.36500e-04,4.98901e-01,4.11803e+02,6.63763e+03,2.46499e-11,1.28189e+01,8.74328e+01
1.37000e-04,5.02049e-01,4.13906e+02,6.55787e+03,2.47889e-11,1.28844e+01,8.78676e+01
1.37500e-04,5.05324e-01,4.15143e+02,6.75268e+03,2.49327e-11,1.29229e+01,8.83212e+01
1.38000e-04,5.08577e-01,4.14191e+02,6.54535e+03,2.50736e-11,1.28933e+01,8.87706e+01
1.38500e-04,5.12270e-01,4.03568e+02,6.71409e+03,2.52276e-11,1.25626e+01,8.92678e+01
1.39000e-04,5.15289e-01,4.10038e+02,6.63133e+03,2.53655e-11,1.27640e+01,8.96809e+01
1.39500e-04,5.18405e-01,4.14462e+02,6.67467e+03,2.55041e-11,1.29017e+01,9.01117e+01
1.40000e-04,5.21943e-01,4.08493e+02,6.74370e+03,2.56556e-11,1.27159e+01,9.05940e+01
1.40500e-04,5.24794e-01,4.20608e+02,6.73481e+03,2.57893e-11,1.30930e+01,9.09940e+01
1.41000e-04,5.28331e-01,4.14258e+02,6.70973e+03,2.59416e-11,1.28953e+01,9.14829e+01
1.41500e-04,5.31355e-01,4.20572e+02,6.64821e+03,2.60800e-11,1.30919e+01,9.19072e+01
1.42000e-04,5.34866e-01,4.16007e+02,6.79097e+03,2.62318e-11,1.29498e+01,9.23945e+01
1.42500e-04,5.38215e-01,4.15386e+02,6.77090e+03,2.63816e-11,1.29305e+01,9.28587e+01
1.43000e-04,5.41724e-01,4.11818e+02,6.85973e+03,2.65343e-11,1.28194e+01,9.33407e+01
1.43500e-04,5.44881e-01,4.17023e+02,6.84828e+03,2.66804e-11,1.29814e+01,9.37800e+01
1.44000e-04,5.48426e-01,4.11929e+02,6.80931e+03,2.68348e-11,1.28228e+01,9.42672e+01
1.44500e-04,5.51513e-01,4.19213e+02,6.87937e+03,2.69779e-11,1.30496e+01,9.46988e+01
1.45000e-04,5.55228e-01,4.12544e+02,7.02567e+03,2.71391e-11,1.28420e+01,9.52103e+01
1.45500e-04,5.58577e-01,4.12483e+02,6.81825e+03,2.72904e-11,1.28401e+01,9.56712e+01
1.46000e-04,5.61885e-01,4.14512e+02,6.90724e+03,2.74416e-11,1.29032e+01,9.61285e+01
1.46500e-04,5.65321e-01,4.14399e+02,6.99424e+03,2.75964e-11,1.28997e+01,9.66036e+01
1.47000e-04,5.68846e-01,4.11263e+02,6.92149e+03,2.77533e-11,1.28021e+01,9.70873e+01
1.47500e-04,5.71910e-01,4.17825e+02,6.80071e+03,2.78973e-11,1.30064e+01,9.75144e+01
1.48000e-04,5.75276e-01,4.19207e+02,6.98101e+03,2.80500e-11,1.30494e+01,9.79852e+01
1.48500e-04,5.78844e-01,4.14937e+02,6.91097e+03,2.82105e-11,1.29165e+01,9.84792e+01
1.49000e-04,5.82255e-01,4.14999e+02,6.95986e+03,2.83658e-11,1.29184e+01,9.89513e+01
1.49500e-04,5.85502e-01,4.19164e+02,6.98599e+03,2.85179e-11,1.30480e+01,9.94055e+01
1.50000e-04,5.89046e-01,4.15304e+02,6.89168e+03,2.86784e-11,1.29279e+01,9.98965e+01
1.50500e-04,5.92285e-01,4.18705e+02,6.90711e+03,2.88292e-11,1.30338e+01,1.00349e+02
1.51000e-04,5.95699e-01,4.17641e+02,6.87254e+03,2.89860e-11,1.30007e+01,1.00825e+02
1.51500e-04,5.99351e-01,4.12134e+02,6.95956e+03,2.91509e-11,1.28292e+01,1.01327e+02
1.52000e-04,6.02406e-01,4.19545e+02,6.90244e+03,2.93001e-11,1.30599e+01,1.01754e+02
1.52500e-04,6.05975e-01,4.16251e+02,6.98588e+03,2.94628e-11,1.29574e+01,1.02250e+02
1.53000e-04,6.09179e-01,4.20124e+02,6.89390e+03,2.96150e-11,1.30780e+01,1.02699e+02
1.53500e-04,6.13171e-01,4.08082e+02,7.04578e+03,2.97921e-11,1.27031e+01,1.03243e+02
1.54000e-04,6.16328e-01,4.13213e+02,6.91958e+03,2.99434e-11,1.28628e+01,1.03678e+02
1.54500e-04,6.19277e-01,4.23361e+02,6.96630e+03,3.00904e-11,1.31787e+01,1.04094e+02
1.55000e-04,6.23651e-01,4.03654e+02,7.08530e+03,3.02811e-11,1.25652e+01,1.04683e+02
1.55500e-04,6.26222e-01,4.21489e+02,6.93568e+03,3.04160e-11,1.31204e+01,1.05045e+02
1.56000e-04,6.29789e-01,4.19286e+02,7.07847e+03,3.05834e-11,1.30519e+01,1.05544e+02
1.56500e-04,6.33162e-01,4.19275e+02,6.89215e+03,3.07426e-11,1.30515e+01,1.06016e+02
1.57000e-04,6.36556e-01,4.19600e+02,6.96772e+03,3.09041e-11,1.30616e+01,1.06491e+02
1.57500e-04,6.40421e-01,4.11551e+02,7.11999e+03,3.10809e-11,1.28111e+01,1.07022e+02
1.58000e-04,6.43502e-01,4.17911e+02,6.91863e+03,3.12342e-11,1.30091e+01,1.07451e+02
1.58500e-04,6.46765e-01,4.20696e+02,6.94494e+03,3.13927e-11,1.30958e+01,1.07909e+02
1.59000e-04,6.50167e-01,4.20820e+02,6.96859e+03,3.15564e-11,1.30996e+01,1.08387e+02
1.59500e-04,6.53653e-01,4.19355e+02,6.98552e+03,3.17230e-11,1.30540e+01,1.08875e+02
1.60000e-04,6.57279e-01,4.14928e+02,6.97256e+03,3.18933e-11,1.29162e+01,1.09377e+02
1.60500e-04,6.60443e-01,4.19926e+02,6.97605e+03,3.20497e-11,1.30718e+01,1.09820e+02
1.61000e-04,6.63977e-01,4.17765e+02,7.01195e+03,3.22202e-11,1.30045e+01,1.10312e+02
1.61500e-04,6.67239e-01,4.19790e+02,6.88236e+03,3.23797e-11,1.30675e+01,1.10769e+02
1.62000e-04,6.70766e-01,4.19158e+02,7.15256e+03,3.25501e-11,1.30479e+01,1.11262e+02
1.62500e-04,6.73979e-01,4.22185e+02,6.89118e+03,3.27101e-11,1.31421e+01,1.11715e+02
1.63000e-04,6.77372e-01,4.21930e+02,6.92089e+03,3.28745e-11,1.31342e+01,1.12193e+02
1.63500e-04,6.80931e-01,4.20431e+02,7.13061e+03,3.30469e-11,1.30875e+01,1.12692e+02
1.64000e-04,6.84228e-01,4.21377e+02,6.85411e+03,3.32102e-11,1.31169e+01,1.13155e+02
1.64500e-04,6.87792e-01,4.21204e+02,7.28180e+03,3.33840e-11,1.31116e+01,1.13656e+02
1.65000e-04,6.91308e-01,4.19558e+02,7.02577e+03,3.35579e-11,1.30603e+01,1.14148e+02
1.65500e-04,6.94585e-01,4.23294e+02,7.11820e+03,3.37213e-11,1.31766e+01,1.14611e+02
1.66000e-04,6.98009e-01,4.23488e+02,7.04081e+03,3.38919e-11,1.31827e+01,1.15095e+02
1.66500e-04,7.01153e-01,4.28376e+02,6.98026e+03,3.40511e-11,1.33348e+01,1.15544e+02
1.67000e-04,7.04776e-01,4.25362e+02,7.09771e+03,3.42283e-11,1.32410e+01,1.16058e+02
1.67500e-04,7.08332e-01,4.23203e+02,7.05134e+03,3.44042e-11,1.31738e+01,1.16560e+02
1.68000e-04,7.11642e-01,4.26661e+02,7.17672e+03,3.45705e-11,1.32814e+01,1.17032e+02
1.68500e-04,7.15951e-01,4.12733e+02,7.26798e+03,3.47745e-11,1.28479e+01,1.17625e+02
1.69000e-04,7.18872e-01,4.22143e+02,7.05896e+03,3.49278e-11,1.31408e+01,1.18036e+02
1.69500e-04,7.21909e-01,4.29359e+02,7.05672e+03,3.50863e-11,1.33654e+01,1.18471e+02
1.70000e-04,7.25933e-01,4.20608e+02,7.25086e+03,3.52804e-11,1.30930e+01,1.19036e+02
